Disease_cn,Level2_dep,Descript,Disease_ab,Alias,Treatment,Head_dep,Id,Symptom
支气管炎,呼吸内科,　　支气管炎是指气管、支气管粘膜及其周围组织的慢性非特异性炎症。临床上以长期咳嗽、咳痰或伴有喘息及反复发作为特征。慢性咳嗽、咳痰或伴有喘息，每年发作持续3个月，连续2年或以1上，并能排除心、肺其他疾患而反复发作，部分病人可发展成阻塞性肺气肿、慢性肺原性心脏病。,zqgy, 慢性支气管炎，慢支，老慢支,http://jbk.39.net/zqgy/yyzl,内科,http://jbk.39.net/zqgy/jbzs,"咳嗽,咳痰,高热,呼吸困难,发绀,喘息,支气管肺泡音,鼻溢液,干啰音,湿啰音"
禽流感,呼吸内科,　　禽流感（Bird Flu或Avian Influenza）是禽流行性感冒的简称，它是一种由甲型流感病毒的一种亚型（也称禽流感病毒）引起的传染性疾病，被国际兽疫局定为甲类传染病，又称真性鸡瘟或欧洲鸡瘟。也能感染人类引起发病，成为禽流感病毒感染或禽流感病，人感染后的症状主要表现为高热、咳嗽、流涕、肌痛等，多数伴有严重的肺炎，严重者心、肾等多种脏器衰竭导致死亡。　　最近几年，我国香港、广东、甘肃等地都曾发生过H5N1亚型高致病性禽流感疫情。H7N9型禽流感是一种新型禽流感，于2013年3月底在上海和安徽两地率先发现。H7N9型禽流感是全球首次发现的新亚型流感病毒，尚未纳入我国法定报告传染病监测报告系统，并且至2013年4月初尚未有疫苗推出。被该病毒感染均在早期出现发热等症状，至2013年4月尚未证实此类病毒是否具有人传染人的特性。截至2013年4月8日17时，全国共报告28例确诊病例，其中死亡8人。病例分布于上海（13例，死亡5例）、江苏（8例，1例死亡）、安徽（2例）、浙江（5例，死亡2例）4省市的17个地市级区域。,qlg," H7N9,H7N9禽流感,人禽流感",http://jbk.39.net/qlg/yyzl,内科,http://jbk.39.net/qlg/jbzs,"头痛,一过性的流感样症状,肚子疼,鼻塞,全血细胞减少,恶心,咽痛"
支气管扩张,呼吸内科,　　支气管扩张(bronchiectasis)以局部支气管不可逆性解剖结构异常为特征，是由于支气管及其周围肺组织慢性化脓性炎症和纤维化，使支气管壁的肌肉和弹性组织破坏，导致支气管变形及持久扩张。典型的临床症状有慢性咳嗽、咳大量脓痰和反复咯血。主要致病因素为支气管的感染、阻塞和牵拉，部分有先天遗传因素。患者多有童年麻疹、百日咳或支气管肺炎等病史。随着人民生活的改善，麻疹、百日咳疫苗的预防接种，以及抗生素的应用等，本病已明显减少。,zqgkz, 支气管扩张症，支扩,http://jbk.39.net/zqgkz/yyzl,内科,http://jbk.39.net/zqgkz/jbzs,"咳嗽,脓痰,胸闷,咯血如注,食欲减退,乏力,消瘦,毒血症"
流感,呼吸内科,　　流行性感冒(infuenza.简称流感)是由流感病毒引起的急性呼吸道传染病，也是一种传染性强、传播速度快的疾病。病原体为甲、乙、丙三型流行性感冒病毒，通过飞沫传播，通常有如下典型症状：突然快速而至的高热、乏力、全身肌肉酸痛和轻度呼吸道症状，病程短，有自限性，中年人和伴有慢性呼吸道疾病或心脏病患者易并发肺炎。流感在流行病学上最显著特点为：突然爆发，迅速蔓延，波及面广，具有一定的季节性(我国北方流行 一般均发生在冬季，而南方多发生在夏季和冬季)。　　最近流行的B型流感是流感的一种类型，相对其他两种毒株，变异不大，流行的可能性较低。B型流感往年大多在五、六月春夏交替期间流行，症状也不明显，今年入冬后爆发流行，是较为特殊的现象。11月-12月监控显示，广东的流感中89%是B型流感。 B型流感有两支病毒株，过去常见的是维多利亚株，也是今年世界卫生组织建议施打的疫苗病毒株，但目前出现的B型流感却是较少的山形株，疫苗保护力有限才引发。学生应注意个人卫生，勤洗手，开窗通风，一旦发现发烧、咳嗽、全身酸痛等流感症状，要及时到医院治疗。,lhxgm, 流行性感冒,http://jbk.39.net/lhxgm/yyzl,内科,http://jbk.39.net/lhxgm/jbzs,"怕冷,头痛,浑身酸痛,咽喉疼痛,发烧,上呼吸道卡他症状"
小儿急性支气管炎,呼吸内科,　　急性支气管炎(acute bronchitis)或急性气管支气管炎(acute treacheo broncitis)是由于各种致病原引起的支气管粘膜炎症，由于气管常同时受累，故称为急性气管支气管炎。　　在婴幼儿时期发病较多、较重，常并发或继发于上下呼吸道感染，并为麻疹、百日咳、伤寒及其它急性传染病的一种临床表现。发生支气管炎时，气管大多同时发炎，如果涉及毛细支气管，则其病理与症状均与肺炎相仿。,xejxzqgy, 小儿外感咳嗽，急性气管支气管炎,http://jbk.39.net/xejxzqgy/yyzl,内科,http://jbk.39.net/xejxzqgy/jbzs,"支气管分泌物增加,胸痛,疲劳,湿啰音,干咳,捻发音,头痛,细菌感染"
肺气肿,呼吸内科,　　肺气肿是指终末细支气管远端(呼吸细支气管、肺泡管、肺泡囊和肺泡)的气道弹性减退，过度膨胀、充气和肺容积增大或同时伴有气道壁破坏的病理状态。按其发病原因肺气肿有如下几种类型：老年性肺气肿，代偿性肺气肿，间质性肺气肿，灶性肺气肿，旁间隔性肺气肿，阻塞性肺气肿。,fqz," 阻塞性肺气肿,终末细支气管远端部分慢性支气管炎,慢阻肺",http://jbk.39.net/fqz/yyzl,内科,http://jbk.39.net/fqz/jbzs,"咳嗽,肺源性呼吸困难,呼气时两颊鼓起和缩唇,肺过度充气,紫绀"
小儿发烧,呼吸内科,　　小儿发烧是指当小儿发热，温度在39.1～41℃左右。发热时间超过两周为长期发热。小儿正常体温常以肛温36.5～37.5℃，腋温36～37℃衡量。通常情况下，腋温比口温(舌下)低0.2～0.5℃，肛温比腋温约高0.5℃左右。若腋温超过37.4℃，且一日间体温波动超过1℃以上，可认为发热。所谓低热，指腋温为37.5℃～38℃、中度热38.1～39℃、高热39.1～40℃、超高热则为41℃以上。,xefs," 小儿高热,小儿发热",http://jbk.39.net/xefs/yyzl,内科,http://jbk.39.net/xefs/jbzs,"低烧,高热,小儿发热"
猪流感,呼吸内科,　　甲型H1N1流感病毒是A型流感病毒，携带有H1N1亚型猪流感病毒毒株，包含有禽流感、猪流感和人流感三种流感病毒的核糖核酸基因片断，同时拥有亚洲猪流感和非洲猪流感病毒特征。医学测试显示，目前主流抗病毒药物对这种毒株有效。美国疾控机构的照片显示甲型H1N1流感病毒呈阴性反应。2009年4月30日世界卫生组织、联合国粮农组织和世界动物卫生组织宣布，一致同意使用A(H1N1)型流感指代当时疫情，并不再使用“猪流感”一词。中国卫生部门则相继将原人感染猪流感改称为甲型H1N1流感。中国卫生部2009年4月30日发布2009年第8号公告，明确将甲型H1N1流感(原称人感染猪流感)纳入传染病防治法规定管理的乙类传染病，并采取甲类传染病的预防、控制措施。2009年开始，甲型H1N1流感在全球范围内大规模流行。2010年8月，世卫组织宣布甲型H1N1流感大流行期已经结束。,jxh1n1lg," 甲型H1N1流感,甲流",http://jbk.39.net/jxh1n1lg/yyzl,内科,http://jbk.39.net/jxh1n1lg/jbzs,"发烧,周身不适,咳嗽,咽痛,食欲异常,咳痰,咽喉炎"
哮喘,呼吸内科,　　哮病是由于宿痰伏肺，遇诱因或感邪引触，以致痰阻气道，肺失肃降，痰气搏击所引起的发作性痰鸣气喘疾患。发作时喉中哮鸣有声，唿吸气促困难，甚至喘息不能平卧为主要表现。　　哮病是内科常见病证之一，在我国北方更为多见，一般认为本病发病率约占人口的2%左右。中医药对本病积累了丰富的治疗经验，方法多样，疗效显着，它不仅可以缓解发作时的症状，而且通过扶正治疗，达到祛除夙根，控制复发的目的。　　《内经》虽无哮病之名，但有“喘鸣”、“够贻”之类的记载，与本病的发作特点相似。　　根据本病的定义和临床表现，本病相当于西医学的支气管哮喘，西医学的喘息性支气管炎、或其他急性肺部过敏性疾患所致的哮喘均可参考本病辨证论治。,xc, 支气管哮喘,http://jbk.39.net/xc/yyzl,内科,http://jbk.39.net/xc/jbzs,"鼻煽,喉鸣声,干咳,呼吸困难,喘息,咳嗽,咳痰,小支气管平滑肌挛缩,胸闷"
小儿感冒,呼吸内科,　　小儿感冒是最常见的儿童多发病之一，是由病毒或细菌等引起的鼻、鼻咽、咽部的急性炎症，以发热、鼻塞流涕、喷嚏、咳嗽为主要临床特征，中医认为本病是受外邪引起的一种常见的外感疾病，又称伤风。一般来说，80%～90%的感冒是由病毒引起的，能引起感冒的病毒有200多种；而10%～20%的感冒则是由细菌所引起的。1岁以内的婴儿由于免疫系统尚未发育成熟，所以更容易患感冒。孩子容易患感冒，与他们机体的生理、免疫系统发育不成熟有关。有时小儿感冒还会通过血液循环播散于全身，引起败血症、脓胸、脑膜炎等严重疾病危及生命，因此切不可认为是日常小病而轻率对待。,xegm," 小儿急性上呼吸道感染,小儿上感,急性鼻咽炎,急性扁桃体炎",http://jbk.39.net/xegm/yyzl,内科,http://jbk.39.net/xegm/jbzs,"打喷嚏,流鼻涕,新生儿鼻塞,发烧,流清涕,恶寒,易疲乏,咽痛"
肺炎,呼吸内科,　　肺炎是指终末气道、肺泡和肺间质的炎症，可由疾病微生物、理化因素、免疫损伤、过敏及药物所致。细菌性肺炎是最常见的肺炎，也是最常见的感染性疾病之一。日常所讲的肺炎主要是指细菌性感染引起的肺炎，此肺炎也是最常见的一种。在抗生素应用以前，细菌性肺炎对儿童及老年人额健康威胁极大，抗生素的出现及发展曾一度使肺炎病死率明显下降。但近年来，尽管应用强有力的抗生素和有效的疫苗，肺炎总的病死率不再降低，甚至有所上升。,fy, 下呼吸道感染，肺部感染性疾病 ,http://jbk.39.net/fy/yyzl,内科,http://jbk.39.net/fy/jbzs,"发烧,咳嗽,咳痰,湿啰音,小儿发热,小儿咳嗽,痰鸣音,小支气管粘膜水肿,新生儿气促,鼻翼扇动,喘息,呼吸困难"
肺结核,呼吸内科,　　结核病俗称“肺痨”，它是由结核杆菌侵入人体后引起的一种具有强烈传染性的慢性消耗性疾病。它不受年龄、性别、种族、职业、地区的影响，人体许多器官、系统均可患结核病，其中以肺结核最为常见。肺结核的传染90%以上是通过呼吸道传染的，肺结核病人通过咳嗽、打喷嚏、高声喧哗，使带有结核杆菌飞沫喷出体外，使健康人吸入后而被感染。其典型的表现为：咳嗽、咯痰、咯血、胸痛、呼吸困难等。是危害人类健康历史久远的慢性传染病，曾经蔓延全球，造成数百万人死亡。我国现在是全球22个结核病高负担国家之一，结核病人数居世界第二位，仅次于印度。目前我国现有传染性的肺结核病人估计有200万。,fjh, 肺结核病，结核病，结核，肺痨,http://jbk.39.net/fjh/yyzl,内科,http://jbk.39.net/fjh/jbzs,"低烧,食欲减退,乏力,咳嗽,颜面潮红,消瘦,咳痰"
慢性支气管炎,呼吸内科,　　慢性支气管炎(chronic bronchitis)是气管、支气管黏膜及其周围组织的慢性非特异性炎症。临床上以咳嗽、咳痰或伴有气喘等反复发作为主要症状，每年持续3个月，连续2年以上。早期症状轻微，多于冬季发作，春夏缓解。晚期因炎症加重，症状可常年存在。其病理学特点为支气管腺体增生和黏膜分泌增多。病情呈缓慢进行性进展，常并发阻塞性肺气肿，严重者常发生肺动脉高压，甚至肺源性心脏病。,mxzqgy," 慢支,气管炎，久咳",http://jbk.39.net/mxzqgy/yyzl,内科,http://jbk.39.net/mxzqgy/jbzs,"咳嗽,咳痰,气短,喘息,哮鸣音,咳泡沫黏液痰,小支气管痉挛"
肺癌,呼吸内科,　　肺癌发生于支气管粘膜或腺体，亦称支气管肺癌。近50年来许多国家都报道肺癌的发病率明显增高，在男性癌瘤病人中，肺癌已居首位，女性发病率也迅速增高，占女性常见恶性肿瘤的第2位或第3位。男女发病比率为3~5﹕1，发病年龄多在60-79岁。肺癌的病因至今尚不完全明确，大量资料表明，长期大量吸烟是肺癌的一个重要致病因素。多年吸烟每日40支以上者，肺鳞癌和未分化癌的发病率比不吸烟者高4～10倍。城市居民肺癌的发病率比农村高，这可能与大气污染和烟尘中含有致癌物质有关。因此应该提倡不吸烟，并加强城市环境卫生工作。,fa," 支气管癌,支气管肺癌",http://jbk.39.net/fa/yyzl,内科,http://jbk.39.net/fa/jbzs,"肺部肿块,痰有恶臭味,肩背痛,咳嗽,咳痰,血性胸水,锁骨上及前斜角肌淋巴结肿大,癌性发热,胸痛"
感冒,呼吸内科,"　　感冒，是由多种病毒引起的一种呼吸道常见病，总体分为普通感冒和流行感冒。平常所说的都是普通感冒，俗称伤风。感冒大多在人们着凉后引起，开始有鼻咽部干、痒、灼热感，继而出现喷嚏、鼻塞、鼻流清涕、流眼泪等症状。1-2天后可伴有咽痛、咳嗽、或有发热、头
痛、全身酸痛、食欲减退，或有恶心呕吐、腹泻等症状。如无合并症，5-7天可痊愈。不论年龄大小，一年四季都可以感冒，但在秋冬季节气温变化明显时发病较多。一般每人一年可感冒2-5次，小儿、老人和体质不好的人感冒的次数则会增加。",gm," 急性鼻咽炎,急性上呼吸道感染,上感,卡他性鼻炎,普通感冒,伤风",http://jbk.39.net/gm/yyzl,内科,http://jbk.39.net/gm/jbzs,"打喷嚏,发烧,咳嗽,怕冷,流鼻涕,浑身酸痛,喉头痉挛,角弓反张位,痉笑面容,全身骨骼肌痉挛,四肢抽搐,牙关紧闭"
小儿屏气发作,呼吸内科,　　屏气发作(breath holding spell)多见于婴幼儿时期，是指儿童在剧烈哭闹时突然出现呼吸暂停的现象。,xepqfz, 呼吸暂停症,http://jbk.39.net/xepqfz/yyzl,内科,http://jbk.39.net/xepqfz/jbzs,"小儿哭闹不安,气喘,发绀,角弓反张"
中东呼吸综合征,呼吸内科,　　MERS病毒是一种新型的冠状病毒，这种病毒已经被命名为MERS(中东呼吸综合征冠状病毒)，　　2013年5月23日，世界卫生组织将该病毒(曾被称为“类SARS病毒”)感染命名为“中东呼吸综合征”。　　MERS冠状病毒于2012年9月首次在沙特被发现，感染者多会出现严重的呼吸系统综合征并伴有急性肾衰竭。　　截至今年5月16日，全球共有20多个国家报告总计1142例中东呼吸综合征病例，死亡人数为465人，死亡率达40.7%。,, MERS,http://jbk.39.net/zdhxzhz/yyzl,内科,http://jbk.39.net/zdhxzhz/jbzs,
